id,code_prefix_start,name,parent_id
account_group_125219,125219,Prêmio de Resseguro Diferido com Planos de Assistência Médico-Hospitalar,account_group_12521
account_group_12521901,12521901,Prêmio de Resseguro Diferido com Planos de Assistência Médico-Hospitalar,account_group_125219
account_group_125219011,125219011,Prêmio de Resseguro Diferido com Planos de Assistência Médico-Hospitalar,account_group_12521901
account_group_12522,12522,PRÊMIO DE RESSEGURO DIFERIDO COM PLANOS DE ASSISTÊNCIA ODONTOLÓGICO,account_group_1252
account_group_125229,125229,Prêmio de Resseguro Diferido com Planos de Assistência Odontológico,account_group_12522
account_group_12522901,12522901,Prêmio de Resseguro Diferido com Planos de Assistência Odontológico,account_group_125229
account_group_125229011,125229011,Prêmio de Resseguro Diferido com Planos de Assistência Odontológico,account_group_12522901
account_group_126,126,CRÉDITOS TRIBUTÁRIOS E PREVIDÊNCIÁRIOS,account_group_12
account_group_1261,1261,CRÉDITOS TRIBUTÁRIOS E PREVIDÊNCIARIOS,account_group_126
account_group_12611,12611,CRÉDITOS TRIBUTÁRIOS,account_group_1261
account_group_126119,126119,Créditos Tributários,account_group_12611
account_group_12611901,12611901,Imposto de Renda,account_group_126119
account_group_126119011,126119011,Imposto de Renda,account_group_12611901
account_group_12611902,12611902,Contribuição Social Sobre o Lucro Liquido - CSLL,account_group_126119
account_group_126119022,126119022,Contribuição Social Sobre o Lucro Liquido - CSLL,account_group_12611902
account_group_12611903,12611903,Crédito de Previdência Social,account_group_126119
account_group_126119033,126119033,Crédito de Previdência Social,account_group_12611903
account_group_12611904,12611904,Créditos de PIS e COFINS,account_group_126119
account_group_126119044,126119044,Créditos de PIS e COFINS,account_group_12611904
account_group_12611905,12611905,Imposto Sobre Serviços - ISS,account_group_126119
account_group_126119055,126119055,Imposto Sobre Serviços - ISS,account_group_12611905
account_group_12611908,12611908,Outros Créditos Tributários e Previdenciários,account_group_126119
account_group_126119088,126119088,Outros Créditos Tributários e Previdenciários,account_group_12611908
account_group_127,127,BENS E TÍTULOS A RECEBER,account_group_12
account_group_1271,1271,ESTOQUE,account_group_127
account_group_12711,12711,ESTOQUE,account_group_1271
account_group_127119,127119,Estoques,account_group_12711
account_group_12711901,12711901,Estoques,account_group_127119
account_group_127119011,127119011,Estoques,account_group_12711901
account_group_1272,1272,BENS A VENDA,account_group_127
account_group_12721,12721,BENS A VENDA,account_group_1272
account_group_127219,127219,Bens a Venda,account_group_12721
account_group_12721901,12721901,Bens a Venda,account_group_127219
account_group_127219011,127219011,Bens a Venda,account_group_12721901
account_group_1273,1273,DEPENDÊNCIAS NO PAÍS,account_group_127
account_group_12731,12731,DEPENDÊNCIAS NO PAÍS,account_group_1273
account_group_127319,127319,Dependências no País,account_group_12731
account_group_12731901,12731901,Dependências no País,account_group_127319
account_group_127319011,127319011,Dependências no País,account_group_12731901
account_group_1274,1274,ADIANTAMENTOS,account_group_127
account_group_12741,12741,ADIANTAMENTOS,account_group_1274
account_group_127419,127419,Adiantamentos,account_group_12741
account_group_12741901,12741901,Adiantamentos,account_group_127419
account_group_127419011,127419011,Adiantamentos,account_group_12741901
account_group_1276,1276,EMPRÉSTIMOS E DEPÓSITOS COMPULSÓRIOS,account_group_127
account_group_12761,12761,EMPRÉSTIMOS E DEPÓSITOS COMPULSÓRIOS,account_group_1276
