id,code,name,note,account_type,reconcile
account_template_avus_4_1_5_01_0002,4.1.5.01.0002,Seguro Responsabilidade Civil,,expense,
account_template_avus_4_1_5_01_0003,4.1.5.01.0003,Seguro Predial,,expense,
account_template_avus_4_1_9_01_0001,4.1.9.01.0001,Provisão de Contingências,,expense,
account_template_avus_4_1_9_01_0005,4.1.9.01.0005,Despesa com Multas,,expense,
account_template_avus_4_1_9_02_0001,4.1.9.02.0001,Despesas Assistenciais,,expense,
account_template_avus_4_1_9_02_0002,4.1.9.02.0002,Doações a Entidades,,expense,
account_template_avus_4_2_1_02_0001,4.2.1.02.0001,Salários,,expense,
account_template_avus_4_2_1_02_0002,4.2.1.02.0002,Férias,,expense,
account_template_avus_4_2_1_02_0003,4.2.1.02.0003,13º Salário,,expense,
account_template_avus_4_2_1_02_0004,4.2.1.02.0004,Indenizações e Aviso Prévio,,expense,
account_template_avus_4_2_1_02_0005,4.2.1.02.0005,Previdência Social,,expense,
account_template_avus_4_2_1_02_0006,4.2.1.02.0006,FGTS,,expense,
account_template_avus_4_2_1_02_0007,4.2.1.02.0007,Comissão sobre Vendas,,expense,
account_template_avus_4_2_1_02_0008,4.2.1.02.0008,Serviços Autônomos,,expense,
account_template_avus_4_2_1_03_0001,4.2.1.03.0001,Mão de Obra Terceirizada,,expense,
account_template_avus_4_2_1_04_0001,4.2.1.04.0001,Seguro Saúde,,expense,
account_template_avus_4_2_1_04_0002,4.2.1.04.0002,Vale Refeição,,expense,
account_template_avus_4_2_1_04_0003,4.2.1.04.0003,Seguro de Vida,,expense,
account_template_avus_4_2_1_04_0004,4.2.1.04.0004,Seguro Odontológico,,expense,
account_template_avus_4_2_1_04_0005,4.2.1.04.0005,Vale Transporte,,expense,
account_template_avus_4_2_1_04_0006,4.2.1.04.0006,Previdência Privada,,expense,
account_template_avus_4_2_1_05_0001,4.2.1.05.0001,Cursos e Treinamentos,,expense,
account_template_avus_4_2_1_05_0002,4.2.1.05.0002,Formação,,expense,
account_template_avus_4_2_1_05_0003,4.2.1.05.0003,Integração de Novos Colaboradores,,expense,
account_template_avus_4_2_1_09_0001,4.2.1.09.0001,Medicina Ocupacional,,expense,
account_template_avus_4_2_1_09_0002,4.2.1.09.0002,Uniformes,,expense,
